Geneid	Fly/RNA_seq/WT_1.bam	Fly/RNA_seq/WT_2.bam	Fly/RNA_seq/WT_3.bam	Fly/RNA_seq/PhoKO_1.bam	Fly/RNA_seq/PhoKO_2.bam	Fly/RNA_seq/PhoKO_3.bam	
CG7695	16	2	0	0	0	2	
tRNA:Pro-TGG-1-5	0	3	2	3	1	3	
CG14301	603	625	373	268	497	441	
CG31224	10202	11481	6053	6137	9962	8973	
CstF64	1795	1782	1007	1186	1828	1569	
Cpsf73	2770	2808	1778	1810	2624	2370	
Gos28	1042	1015	601	597	967	862	
CG31231	1	2	2	4	4	9	
CG31229	421	392	227	280	378	371	
asRNA:CR45028	35	29	16	14	27	24	
CG7702	5310	5700	2914	3083	5055	4686	
CG31230	9	11	7	3	9	10	
CG7705	1385	1313	816	792	1315	1131	
CG7706	1278	1334	796	843	1277	1151	
CG7708	353	245	250	164	295	271	
CG46318	0	0	0	0	0	0	
Muc91C	61	55	26	15	34	35	
CG14300	306	1657	21	8	3846	912	
CG34282	440	2512	20	11	8547	1433	
lncRNA:CR45996	0	0	1	1	0	1	
ChAT	887	697	523	639	841	717	
VAChT	1971	1898	1406	1238	1836	1668	
lncRNA:CR46265	0	1	0	0	1	5	
CG34283	1	4	2	1	2	4	
CG7714	185	1246	8	3	111	477	
CG7715	131	1600	11	7	2826	1022	
CG14302	227	102	9	7	33	508	
Mekk1	7467	6981	4411	4275	7213	6589	
CG7718	660	636	355	459	617	462	
gwl	2006	1925	1242	1287	2003	1848	
Epg5	6032	6298	3997	3769	6032	4944	
CG7720	3420	4386	1589	1411	2475	2225	
Octalpha2R	1159	895	658	759	929	722	
lncRNA:CR45633	1	0	1	0	0	1	
CG31226	0	4	0	0	8	0	
CG14298	19	7	6	9	17	5	
CG14297	15	6	4	0	2	1	
Rh2	12	6	11	0	1	3	
CG14294	1	0	0	0	1	0	
CG34284	0	1	0	8	2	0	
CG14292	1	4	2	17	1	3	
EndoA	6215	5741	3901	3900	5895	5164	
CG14291	2704	2562	1315	1722	2566	2422	
Xrp1	19891	18955	12117	11236	18256	16676	
Mpc1	796	737	552	499	707	690	
CG42613	1335	1178	857	835	1351	1018	
CG43732	0	0	0	0	0	0	
euc	130	111	76	93	122	115	
Smu1	2512	2380	1361	1710	2325	2193	
dnk	2360	2145	1327	1633	2310	1837	
snRNP-U1-C	1924	1993	1135	1311	2098	2006	
gukh	11998	12233	7073	8380	12588	11769	
CG6005	705	682	398	367	577	461	
CG14286	859	728	396	537	753	657	
CG14285	130	95	53	99	110	120	
GatA	706	687	413	565	845	726	
NP15.6	2799	2559	1372	1667	2278	2127	
P5cr	1348	1306	780	841	1144	978	
Prp18	849	783	464	528	805	743	
CG6013	1093	1164	659	631	1072	873	
CG6026	190	213	128	176	268	235	
cdi	6143	6227	3722	3974	6305	5653	
lncRNA:CR46041	0	2	1	0	1	3	
mRpL55	611	582	340	341	530	395	
ATPsynD	8539	8345	4846	5970	7907	6978	
CG6040	5562	5334	3533	3039	5124	4518	
Cyp12a5	70	53	49	53	83	75	
Cyp12a4	235	244	182	181	223	263	
Ppcs	1988	1951	1242	1057	1771	1515	
CG5835	353	390	197	288	542	403	
asRNA:CR44107	0	0	0	0	0	0	
CG11779	1837	1843	1023	1227	1812	1580	
nos	4	0	2	2	4	3	
Nsun5	1392	1278	730	854	1226	1086	
CG42359	520	467	262	274	419	356	
sqz	2315	2373	1328	1438	2210	2027	
CG14282	1	1	0	1	3	2	
CG5555	1855	1907	1155	1101	1746	1675	
CG31475	977	900	708	518	847	824	
lncRNA:CR46039	7	6	2	6	9	10	
cry	56	82	51	30	51	41	
vib	5334	5415	3255	3443	5503	4641	
CG11703	1	3	1	0	1	0	
CG5250	1	0	0	0	2	1	
CG3773	1057	1012	606	665	1057	901	
unc79	2319	1762	1497	1747	2300	1719	
CG5217	10	7	0	22	48	43	
CG14280	6	2	1	2	7	5	
lncRNA:CR44173	2	1	2	0	0	5	
lncRNA:CR43451	2	6	1	3	3	5	
CG44174	2	0	0	0	2	0	
Dl	7246	8062	4095	4595	7793	6926	
lncRNA:CR44175	0	1	0	2	1	0	
hpRNA:CR46343	0	0	0	0	0	0	
lncRNA:CR43258	1	0	0	0	0	1	
CG43203	1	0	0	0	2	0	
Ino80	3811	3656	2531	2461	3853	3374	
CG3581	0	4	1	3	6	3	
CG31404	1	3	3	2	1	7	
CG31245	1	3	1	7	8	9	
CR34285	0	0	0	0	1	1	
CG3734	1	0	8	30	3	8	
CG18493	2	46	4	27	4	8	
CG3739	3	1	4	2	1	2	
CG31244	2	2	4	5	3	0	
CG5316	3214	3193	2118	2250	3678	3057	
CG11626	49	54	31	15	17	36	
CG31221	1849	1390	1283	1238	1915	1315	
CG3517	3	4	1	2	3	0	
Dys	15468	15809	10156	10238	16604	14458	
Scsalpha2	5	6	6	1	8	4	
CG15025	4	3	1	0	5	1	
snoRNA:Me18S-A1374	0	0	0	0	0	0	
Cpr92A	72	71	37	52	80	99	
CG7333	1	0	1	1	1	0	
CG7342	223	467	97	214	240	367	
CG17751	3	8	3	9	2	5	
CG17752	1	32	3	6	0	4	
CG16727	9	258	2	38	10	61	
CG6231	819	948	474	475	991	693	
mir-9373	0	0	0	0	0	0	
subdued	1656	1832	1019	1067	1814	1472	
CG34138	38	24	29	12	27	27	
Vha13	5851	6246	3473	3997	5923	4735	
Nup58	2072	1992	1080	1363	1900	1874	
CG6195	3306	2948	1684	2062	2976	2772	
CG31220	8	6	2	2	4	7	
CG31219	2	1	3	1	4	6	
CG6184	1922	1572	1135	1257	1535	1333	
ort	9	11	5	2	8	8	
CG7432	157	136	99	102	225	180	
Naam	441	364	256	230	393	341	
tRNA:Val-CAC-2-5	0	0	0	0	0	0	
CG34286	1	0	0	0	1	0	
GluClalpha	2511	2077	1681	1672	2503	1983	
lncRNA:CR43488	2	2	0	6	2	2	
CG6300	1	0	2	2	2	0	
CG11659	1	1	1	0	1	1	
CG11391	0	1	0	0	0	1	
CG11407	0	0	0	0	1	1	
CG11453	12	13	19	10	3	16	
tRNA:Val-CAC-2-6	0	0	0	0	0	0	
tRNA:Ala-AGC-2-11	0	0	0	0	0	0	
bnl	328	363	191	195	305	279	
tRNA:Thr-AGT-1-7	0	0	0	0	0	0	
CG31459	0	1	0	0	2	0	
CG4662	1013	1057	727	719	1137	949	
Ire1	3246	3416	1954	2201	3301	2845	
CG11447	335	368	217	182	294	266	
CG4572	5316	5556	3234	3432	5464	4742	
CG4686	953	916	495	578	904	792	
CG4562	487	428	255	314	479	390	
CG17186	440	425	251	280	435	367	
Arc42	3446	3493	1926	1854	3052	2713	
Ask1	4212	4216	2616	2863	4432	4191	
ninaE	1	1	0	1	3	2	
CG4733	131	154	62	140	153	144	
CG4538	4567	4879	2503	2644	4507	4175	
Surf6	1694	1553	881	1072	1674	1502	
RhoGAP92B	2546	2602	1511	1576	2547	2365	
lncRNA:CR45047	1	3	1	3	4	1	
lncRNA:CR45048	22	24	10	19	11	23	
Xport-B	0	0	0	0	0	0	
Xport-A	0	0	0	0	0	0	
CG4465	1	21	0	1	0	0	
CG4770	0	1	1	0	0	0	
lncRNA:CR43282	0	2	0	0	0	1	
hpRNA:1	0	0	0	0	0	0	
lncRNA:CR46040	0	0	0	0	0	2	
CG4462	503	373	370	407	384	354	
CG4459	37	43	18	47	54	52	
Hs6st	2797	2913	1793	1693	2934	2543	
mira	3841	3844	2431	3143	4118	3851	
lncRNA:CR46042	1	1	0	0	1	0	
CG4783	22	34	10	4	105	37	
CG31213	7	1	1	6	5	4	
MED25	2266	2465	1281	1628	2332	2258	
CG17190	65	35	51	56	53	51	
CG4836	28	46	21	10	33	17	
PIG-L	1261	1214	693	788	1285	1071	
psidin	4362	4132	2433	2437	3911	3389	
CG4424	325	336	197	177	275	277	
CG4854	346	300	240	247	364	292	
trem	980	975	585	687	1039	931	
CG4936	2672	2597	1486	1803	2539	2473	
CG10889	670	717	403	456	664	623	
CG17193	158	138	106	209	212	183	
Indy-2	0	0	0	0	0	0	
CG33934	0	0	0	0	0	0	
CG4390	5434	5034	2785	4003	5386	4854	
mdlc	700	719	487	525	826	705	
Rh3	1	0	1	2	3	2	
CG31206	0	3	0	0	0	0	
CG10887	1	1	0	1	1	0	
Gr92a	0	0	0	0	0	0	
lncRNA:CR42836	0	0	0	0	0	0	
CG5023	380	366	143	356	330	251	
Nlg4	1049	799	517	703	875	725	
CG17199	1	0	0	0	0	0	
lncRNA:CR46043	1	3	1	4	9	2	
cic	18342	18881	11002	11662	19228	17490	
CG4367	3	1	57	12	2	64	
CG4362	130	66	47	30	59	58	
CG42668	5086	4697	3021	3224	5110	4647	
CG4360	4524	4669	2720	2891	4549	4107	
asRNA:CR45800	0	0	0	0	0	0	
Sirt2	1130	1157	711	701	978	876	
Ir92a	2	0	0	1	0	0	
lncRNA:CR45023	0	0	1	0	0	0	
MtnC	0	12	0	0	1	0	
Gfrl	803	621	467	513	663	555	
CG4335	10	8	1	19	8	9	
eIF3g2	1	1	0	1	1	2	
lncRNA:CR44400	0	0	0	0	0	0	
lncRNA:CR44401	0	0	0	0	0	0	
Dic2	0	1	0	0	3	0	
MtnB	22	26	35	2	17	14	
Or92a	2	1	0	0	0	2	
MFS9	682	286	460	2282	1797	1092	
MtnE	8	19	4	18	19	46	
MtnD	13	29	17	19	31	48	
Stat92E	9426	9705	5903	5983	10035	8956	
DPCoAC	246	273	159	172	227	227	
att-ORFB	0	0	0	0	0	0	
CG5180	1823	1767	1018	1315	1740	1723	
CG15922	364	338	201	211	315	270	
CG5191	1733	1518	912	1074	1605	1536	
CG10877	476	427	377	364	610	459	
snoRNA:Psi18S-301	23	22	19	9	19	12	
TFAM	4276	3953	2261	2656	4114	3605	
CG5412	1214	1097	643	807	1158	1021	
EloB	4637	4974	2780	3053	4785	4538	
Srp14	1223	1236	765	848	1291	1099	
CG34008	297	287	158	168	242	218	
CG16953	4950	5249	2976	2926	4979	4408	
Sep2	8637	8835	4800	5259	7906	7152	
asRNA:CR46044	3	2	0	0	5	3	
Srp72	4202	4452	2284	2839	4141	3665	
Pus1	939	968	576	888	1158	1090	
bon	7427	7486	4437	4862	7559	7087	
tRNA:Leu-TAA-1-1	1	1	1	4	7	3	
CG15923	36	64	24	47	57	47	
CG5466	2963	2866	1689	1864	2998	2818	
H	5657	5881	3312	3588	6018	5326	
Pi3K92E	5273	5040	3252	3429	5469	4903	
Lrrk	3154	2908	1983	1973	2919	2529	
GluRIIE	39	45	41	23	27	13	
GluRIID	52	70	32	78	90	66	
Nep4	2533	2040	1446	1606	1888	1638	
Cpr92F	2	8	0	7	14	15	
CG4000	0	0	3	1	2	5	
asRNA:CR45024	0	0	0	0	0	0	
lncRNA:CR43452	0	2	0	0	1	1	
Oamb	502	450	264	331	413	312	
CG31205	15	2	1	3	42	2	
CR42786	28	23	7	16	34	27	
Cdk2	2772	2642	1621	2053	2899	2573	
mir-995	3	3	0	2	1	2	
CG17267	14	9	11	5	11	6	
CG42322	1308	1005	726	906	1224	897	
CG31199	37	47	17	31	46	40	
CG31200	51	37	27	39	64	40	
Prosalpha4T1	1	4	2	2	3	2	
Syp	60865	68855	40191	32175	60737	53154	
CG31195	14422	14175	8006	8759	14085	13371	
Takl1	12	22	27	20	19	38	
Fancd2	2226	2025	1396	1530	2309	2048	
CG17270	458	385	300	323	408	401	
CG17271	4156	5093	2534	2714	4882	4079	
RpS20	40588	38141	25787	27189	39485	34154	
snoRNA:Psi18S-1295	6	10	5	3	8	3	
snoRNA:Psi28S-2562	16	10	8	3	7	10	
CG17272	2137	2201	1324	988	1574	1242	
AdSS	5622	5085	3019	3798	5287	4460	
asRNA:CR44047	18	14	8	15	11	20	
CG31223	836	824	546	529	778	715	
Synd	4389	4266	2544	3121	4725	4352	
CG15695	109	36	116	103	159	56	
CG15696	6	1	3	1	5	3	
RpS30	58100	57040	32285	38016	56681	52675	
Ir93a	31	51	33	21	23	34	
mir-1011	0	0	0	0	0	0	
KaiR1D	2726	2289	1600	1854	2330	1945	
TotA	388	1272	118	273	722	668	
TotC	1	2	0	1	8	0	
TotB	0	3	0	0	53	2	
TotZ	0	1	0	0	163	0	
lncRNA:CR44048	0	0	0	1	1	0	
tRNA:Thr-CGT-1-1	0	0	0	1	3	0	
tRNA:Thr-CGT-1-2	1	0	0	0	1	0	
tRNA:Thr-CGT-1-3	0	0	0	2	0	0	
lncRNA:CR44947	3	17	6	63	50	8	
Ktl	1227	1001	947	1037	1140	925	
Grik	30	32	7	15	23	16	
TotX	0	0	1	0	0	0	
CG31191	196	167	142	185	234	154	
asRNA:CR44106	0	0	0	0	0	0	
snoRNA:CG31191-a	0	0	0	0	0	0	
hdly	5044	4971	3057	3317	5355	4434	
Atpalpha	54476	52449	34994	38035	56335	48608	
Calx	478	359	318	353	364	321	
CG43446	36	27	19	24	31	21	
CG10827	30	117	3	59	1	16	
CG5697	3	2	1	8	12	21	
Rlip	2768	2591	1654	1565	2558	2258	
CG17278	6836	6400	3546	3755	6481	5681	
Dhc93AB	155	160	68	85	176	145	
CG12278	3	3	0	0	2	0	
CG31189	1	0	0	0	1	2	
CG31207	0	1	0	4	1	2	
CG7079	4	5	4	3	5	6	
CG17279	12	9	4	4	8	11	
Mvl	3009	3568	1970	2269	3209	2468	
Cortactin	8120	8753	4616	4613	7678	7002	
AnxB9	14783	14125	9063	9164	13916	11910	
r-l	3236	3122	1695	1985	2910	2876	
dmrt93B	11	2	5	2	3	8	
HHEX	3	3	2	1	0	3	
RhoGAP93B	4587	4619	2881	3084	4677	4045	
lncRNA:CR44178	3	2	3	2	2	1	
CG7044	2153	2175	1468	1388	2188	1954	
asRNA:CR46045	0	0	0	0	1	0	
CG5745	1752	1721	1108	1069	1806	1456	
Sec15	1930	1996	1067	1108	1971	1712	
rtet	1297	1150	572	1721	2615	2295	
Rab11	16677	17867	9425	10099	16191	14474	
ppan	1596	1463	860	966	1495	1407	
Bdbt	1206	1199	769	741	1130	1037	
slmb	6041	6722	3783	3676	6631	5552	
CG5793	955	875	632	632	892	662	
Obp93a	2	1	1	0	0	1	
Ice2	539	501	321	367	502	419	
CG7009	851	828	503	506	744	646	
Usp8	2274	2262	1459	1418	2225	2140	
meigo	2295	2433	1176	1791	2661	2305	
SNF4Agamma	4909	4867	3414	3157	5277	4724	
cDIP	14	30	4	10	8	12	
CG5810	21	39	13	14	38	12	
Snmp1	13	12	6	6	6	2	
CG5862	1151	1229	646	784	1179	1003	
CR43975	23	20	10	13	14	24	
Smyd5	1427	1328	789	975	1253	1220	
Oga	2110	2176	1228	1266	2010	1828	
CG3337	479	406	282	278	370	351	
lncRNA:CR44265	8	6	7	6	12	17	
Nelf-A	5410	5370	3172	3544	5300	4910	
e	524	444	210	228	2318	341	
CG5892	10	4	4	2	2	5	
ETHR	274	319	325	306	289	130	
Rab1	4935	5090	3337	2966	4858	4047	
asRNA:CR45798	0	1	3	0	1	1	
AP-2sigma	2747	2753	1710	1768	2649	2380	
CG5919	654	645	365	434	675	575	
CG3308	2504	2467	1559	1578	2551	2250	
CG3301	73	103	63	139	85	102	
SIFaR	266	248	124	166	194	173	
CG17298	0	0	1	1	1	0	
lncRNA:Hsromega	4343	4007	2167	1883	3267	2593	
mir-4951	0	0	0	0	0	0	
CG16791	16306	15987	10246	10357	16640	14677	
mod(mdg4)	26158	25520	15110	17083	26165	25183	
pre-mod(mdg4)-G	0	0	0	0	0	0	
pre-mod(mdg4)-H	0	0	0	0	0	0	
pre-mod(mdg4)-B	1	1	0	0	0	0	
pre-mod(mdg4)-J	0	0	0	0	0	0	
pre-mod(mdg4)-K	0	0	0	0	0	0	
pre-mod(mdg4)-I	0	0	0	0	0	0	
pre-mod(mdg4)-L	0	0	0	0	0	0	
pre-mod(mdg4)-P	0	0	0	0	0	0	
pre-mod(mdg4)-T	0	0	0	0	0	0	
pre-mod(mdg4)-Z	0	0	0	0	0	0	
pre-mod(mdg4)-E	3	3	2	3	1	5	
pre-mod(mdg4)-AB	0	0	0	0	0	0	
pre-mod(mdg4)-C	0	0	0	0	0	0	
pre-mod(mdg4)-AD	0	0	0	0	0	0	
pre-mod(mdg4)-U	0	0	0	0	0	0	
pre-mod(mdg4)-Y	0	0	0	0	0	0	
pre-mod(mdg4)-V	0	0	0	0	0	0	
pre-mod(mdg4)-W	0	0	0	0	0	0	
pre-mod(mdg4)-AE	0	0	0	0	0	0	
pre-mod(mdg4)-X	0	0	0	0	0	0	
pre-mod(mdg4)-AA	0	0	0	0	0	0	
pre-mod(mdg4)-N	0	0	0	0	0	0	
pre-mod(mdg4)-O	0	0	0	0	0	0	
tin	28	25	10	20	22	17	
bap	10	31	14	13	30	20	
CG6475	1	19	0	1	3	45	
lncRNA:CR46046	0	0	0	0	0	0	
CG7907	0	2	0	0	2	0	
CheB93a	0	0	2	0	0	0	
CheB93b	6	4	2	0	2	3	
lbl	972	931	589	621	880	855	
lncRNA:CR44089	0	0	0	0	1	0	
lbe	6	10	4	4	8	9	
lncRNA:CR43453	0	2	3	0	0	1	
Fancm	1471	1475	988	937	1651	1413	
lncRNA:CR44032	3	3	2	0	0	0	
C15	654	619	357	453	660	542	
CG7956	3387	3344	2095	2205	3421	2899	
lncRNA:CR43372	0	0	0	2	0	0	
lncRNA:CR44033	1	0	0	0	0	0	
slou	357	307	199	250	327	228	
CG15498	0	1	0	0	1	0	
InR	7141	7029	4089	5253	7302	6126	
lncRNA:CR43653	7	2	3	5	8	1	
lncRNA:CR44034	3	3	0	2	1	3	
E2f1	14413	14275	9415	9725	15013	13313	
mir-998	52	47	27	29	62	37	
mir-11	0	0	0	0	0	0	
asRNA:CR46055	6	5	5	2	7	6	
lncRNA:CR46056	60	61	31	39	67	48	
lncRNA:CR46057	20	17	10	7	13	15	
Archease	764	675	520	522	702	607	
CG15497	24	12	11	9	18	17	
DNApol-alpha180	3024	2891	2047	2141	3283	2839	
CG31176	374	422	248	363	525	541	
lncRNA:CR44096	5	2	0	3	5	8	
CR43096	0	0	0	0	0	0	
Sfp93F	0	0	0	0	0	0	
CG42869	0	0	0	0	0	0	
CG42870	0	0	0	0	0	0	
CG34034	26	26	25	8	17	21	
CG5849	64	132	39	53	36	76	
CG31343	3	2	13	1276	0	88	
CG31233	27	3	1	57	0	28	
CG31198	33	10	27	475	4	173	
CG42335	6	5	3	11	2	13	
Burs	67	48	20	59	75	51	
GABA-B-R2	4224	3629	2589	2857	3629	3275	
CG6800	105	110	89	49	61	46	
RpI12	387	354	222	232	324	350	
tsl	2104	2122	1125	1260	2009	1779	
CASK	6253	5963	3754	4444	6559	5764	
lncRNA:CRG	0	0	0	0	0	0	
mir-999	0	0	1	1	1	4	
mir-4969	0	1	0	0	0	0	
lncRNA:CR45632	2	8	3	1	6	3	
Gr93a	22	34	16	15	19	9	
Gr93b	1	0	0	1	0	0	
Gr93c	1	0	0	0	0	2	
asRNA:CR44087	0	0	0	0	0	0	
Gr93d	0	0	0	0	0	0	
glec	3378	3592	2249	2346	3739	3078	
lncRNA:CR45644	0	1	0	0	0	1	
lncRNA:CR45645	1	0	0	0	0	0	
lsn	1043	1010	618	626	986	874	
CG6569	70	54	43	31	53	41	
Cby	30	20	15	12	15	12	
CG31174	169	181	244	72	93	113	
CG31431	1218	1184	994	714	1426	806	
CG31178	19	18	25	16	19	21	
CG6656	1482	1600	1079	986	1787	1451	
CG34148	1	4	2	1	2	7	
P5CDh2	3	4	2	0	6	2	
asRNA:CR45046	1	2	0	2	0	1	
CG31465	0	0	0	0	0	0	
fit	19	40	9	37	62	38	
CG17819	0	2	0	0	0	1	
dnd	26	22	9	17	28	25	
CG6678	538	524	357	303	474	434	
CG43844	118	122	91	64	118	72	
CG6690	0	1	1	3	1	3	
Qsox2	880	628	521	803	1067	879	
Eip93F	3110	3503	1942	1723	2894	2732	
CG6332	10	7	1	5	7	6	
Idh3b	4146	4215	2459	2920	4139	3702	
Mitofilin	5866	5970	3640	3851	5820	5177	
mRpL35	763	762	487	585	776	706	
CG6028	1820	1873	1057	1256	1701	1468	
Cchl	2533	2393	1473	1584	2345	2121	
ND-42	4439	4495	2756	3055	4417	3794	
CG13409	772	773	467	559	753	717	
CG45099	0	0	0	0	0	0	
CG6015	0	0	0	0	0	0	
pit	4862	4663	2665	3163	4581	4282	
Fadd	388	353	287	229	444	338	
scaRNA:MeU5-G38	0	0	1	0	0	0	
how	5769	7093	3255	3294	5705	5044	
CG13408	176	151	104	92	125	123	
CG5778	10	8	11	7	12	11	
CG5791	20	25	14	13	15	14	
CG13407	3	0	0	1	0	1	
Ir94a	0	0	0	0	1	0	
Ir94b	0	0	0	0	0	0	
Ir94c	0	0	0	0	1	0	
CG42390	955	810	628	689	1098	906	
SKIP	9669	10304	5632	5807	10498	9594	
lncRNA:CR45224	2	4	0	4	2	3	
Gld2	23	23	16	6	12	18	
mir-1010	0	0	0	0	0	0	
CR43696	0	0	0	0	0	0	
CR43697	66	86	57	25	77	80	
CG7084	48	25	42	118	74	41	
CG34377	5623	6290	4086	4080	6353	6639	
asRNA:CR46261	12	19	7	4	16	10	
CG7080	70	65	21	17	42	36	
CG33721	1	0	0	0	0	0	
CG13862	1	1	0	2	0	1	
CG5391	1300	594	211	179	1254	464	
CG5388	0	2	0	1	1	0	
asRNA:CR46054	0	0	0	0	0	0	
CG5386	3	2	2	6	1	1	
rdhB	9	2	4	1	4	1	
Sar1	10955	11508	6522	7218	11171	9732	
PSR	3127	2977	1658	1914	2745	2475	
Muted	0	0	0	0	0	0	
CG7071	0	0	0	0	0	0	
CG5382	1878	1994	1028	1392	1918	1540	
CG5380	696	621	372	450	645	588	
PyK	14483	13767	8603	11219	15103	12331	
CG7069	53	80	29	31	48	44	
CG18596	2314	2215	1497	1362	2013	1841	
CG34149	203	200	131	133	231	204	
CG43342	205	216	174	147	218	221	
Gpdh3	1821	1746	1404	1156	1829	1560	
CG5379	93	84	88	79	95	85	
CG7059	443	340	242	321	384	305	
CG13857	89	107	58	106	81	160	
tRNA:Ser-GCT-2-3	0	0	0	0	0	0	
tRNA:Ser-GCT-2-4	0	0	0	0	0	0	
tRNA:Ser-GCT-1-1	0	0	0	0	0	0	
tRNA:Ser-GCT-2-5	0	0	0	0	0	0	
CG13856	22	17	14	13	15	19	
CG13855	35	35	25	33	50	42	
CG13850	1459	1495	934	1021	1454	1276	
lqfR	5685	6035	3404	3658	5413	4773	
Nop56	11433	10727	6002	7676	10323	9676	
mats	3482	3624	2127	2157	3457	2963	
pinta	803	840	497	460	804	756	
CG13847	22	24	13	15	21	19	
CG12499	3446	3462	2228	2309	3620	3109	
CG34288	23	16	22	19	25	13	
CG34376	1838	1935	1159	1227	1830	1685	
Rpn7	8861	9210	4726	5634	8469	8046	
AP-2mu	5745	5853	3215	3647	5319	4705	
CG7054	661	641	381	303	456	434	
Pebp1	119	157	12	21	41	25	
CG5377	484	565	342	285	492	382	
Nrx-1	4061	3330	2347	2581	3530	2926	
mir-4952	0	0	0	0	0	0	
Pfdn5	3501	3315	2049	2188	3209	2898	
CG5376	10	11	6	15	8	7	
CCT1	23437	23437	12235	13496	20934	19296	
tHMG1	0	2	0	1	2	0	
tHMG2	0	3	0	0	2	1	
Octbeta1R	794	611	553	531	768	619	
CG5346	2974	3002	1693	1940	3014	2697	
CG33099	297	315	132	196	254	281	
CG33093	7	5	1	7	3	4	
CG5326	1307	1210	803	903	1315	1182	
lncRNA:CR45646	3	4	2	3	2	3	
lncRNA:CR45647	2	1	0	1	0	3	
AdipoR	5717	5974	3429	3555	5545	5085	
asRNA:CR44062	2	4	0	1	3	4	
bond	654	768	358	333	585	406	
sit	7	9	7	41	9	7	
CG33110	11	5	4	33	24	28	
CSN6	3395	3329	1777	2141	3116	2984	
Dph5	3421	2848	1796	2112	2870	2713	
CG33107	516	494	274	323	451	478	
CG6937	2721	2551	1483	1724	2682	2318	
btn	22	15	9	14	31	21	
Efa6	7858	8237	4941	4835	8091	7191	
CG31156	1086	1129	732	713	1169	1015	
CG13843	54	38	32	18	39	36	
mRRF2	437	428	278	285	413	356	
CG31161	18	14	24	11	22	18	
mRpL45	1851	1681	942	1063	1588	1390	
loco	4330	4696	2644	3314	4999	4504	
lncRNA:CR43475	4	5	3	4	7	6	
asRNA:CR43474	2	3	2	2	0	3	
wake	6833	6715	4207	4472	7074	6634	
Gclm	1464	1359	738	882	1319	1292	
CG17625	0	2	0	0	2	0	
wfs1	1452	1321	772	892	1347	1135	
Nup133	4626	4400	2833	2989	4319	3994	
cd	42	38	23	28	51	53	
Cyp6d4	603	578	369	367	544	486	
CCAP	230	172	127	128	177	156	
CG6972	13	30	9	21	67	27	
CG13842	6	4	2	3	9	7	
CG4907	5	4	0	6	4	4	
wge	8438	8506	5235	5181	8919	7802	
Irp-1A	4147	4213	2401	2481	3582	3355	
asRNA:CR45648	0	0	0	0	0	0	
CG4813	1304	1122	708	834	1203	1051	
CG45049	5051	4844	3298	3086	5338	4449	
Takl2	6	15	9	8	9	13	
Dcr-1	3909	3875	2455	2360	3916	3409	
CG6985	722	695	519	495	718	649	
vret	707	683	487	473	787	651	
HP1c	2631	2627	1402	1762	2465	2174	
CG17141	369	344	195	215	344	303	
CG31139	8	6	5	4	6	7	
rumi	2678	2740	1568	1648	2466	2266	
CG7029	9849	9693	6004	6838	10412	9218	
Usp12-46	872	894	530	616	1010	882	
CG4725	32	77	18	42	25	57	
CG4723	50	87	24	34	47	45	
CG4721	242	145	126	200	207	125	
CG13841	3	1	0	1	1	0	
CG43091	1	1	0	0	1	2	
CG43092	2	2	1	1	6	1	
CG43093	2	2	0	0	2	0	
CG43094	1	2	0	0	0	1	
CG43095	2	2	7	1	2	1	
mir-4953	1	0	0	0	0	2	
lncRNA:CR43654	9	6	1	3	11	7	
CG7031	2	2	0	2	0	2	
CG13840	10	12	17	29	27	52	
lncRNA:CR44350	0	0	1	0	0	0	
CG4704	0	1	0	0	1	0	
lncRNA:CR43846	0	1	0	0	0	0	
klg	3230	2839	2023	2191	2898	2539	
CG6660	212	150	81	17	249	32	
lncRNA:CR46088	3	3	3	2	3	3	
lncRNA:CR43655	0	0	0	0	0	0	
Tpl94D	0	2	0	0	0	0	
Gbp3	171	411	69	200	93	419	
Nha2	25	14	13	36	46	49	
Or94a	1	1	0	0	2	0	
Or94b	0	0	0	0	0	0	
asRNA:CR43454	1	1	5	0	1	5	
CG34375	17	11	10	6	13	11	
lncRNA:CR44225	2	1	3	3	3	0	
CG6688	21	47	41	71	44	22	
lmd	5	3	1	2	6	5	
CG13833	12	6	0	3	9	6	
lncRNA:CR44226	0	0	0	0	0	0	
CG13838	0	2	2	0	2	0	
CG13837	3	1	2	3	3	3	
CG17121	1366	1251	885	887	1333	1194	
p53	630	670	342	388	567	536	
Gr94a	54	41	28	39	39	47	
asRNA:CR46089	10	15	8	7	16	10	
CG17119	0	0	0	0	0	0	
sav	1928	1933	978	1160	1808	1674	
Ublcp1	1973	2035	1174	1226	1957	1705	
CG17111	64	73	65	94	88	35	
Cow	5148	4366	3131	3431	4357	3947	
CG17110	3	0	0	0	1	1	
CG6726	0	0	0	0	0	0	
CG17109	64	27	38	189	196	178	
CG6733	6	2	0	19	12	1	
CG6738	1	1	2	2	1	2	
Rassf	3884	3948	2357	2426	3955	3584	
CenB1A	2977	3049	1811	1854	2929	2686	
CG31365	2808	2705	1895	1890	2850	2598	
CG31457	698	623	373	455	636	662	
hh	2741	2744	1608	1570	2455	2561	
unk	6030	6133	3948	3369	6169	5543	
VhaAC39-2	1	1	0	1	0	0	
CG13829	0	0	0	1	2	2	
Irk1	36	69	26	42	59	61	
CG46310	0	0	0	0	0	0	
cnc	9443	10011	5919	5205	8878	7885	
fzo	7	11	7	2	8	5	
CG4467	3546	3207	2497	2388	3391	2551	
